"Date","Price","Open","High","Low","Vol.","Change %"
"10/28/2020","104.55","106.25","106.65","104.00","152.27K","-1.41%"
"10/27/2020","106.05","106.40","107.40","104.65","294.75K","0.81%"
"10/26/2020","105.20","105.05","106.60","104.00","240.89K","-0.09%"
"10/23/2020","105.30","106.45","106.50","104.80","244.63K","-0.33%"
"10/22/2020","105.65","106.55","107.00","104.40","265.31K","-0.52%"
"10/21/2020","106.20","106.75","108.10","105.80","157.75K","-0.70%"
"10/20/2020","106.95","108.80","108.90","106.55","156.58K","-1.52%"
"10/19/2020","108.60","108.70","109.80","107.00","216.81K","0.46%"
"10/16/2020","108.10","107.50","109.15","106.60","170.24K","0.89%"
"10/15/2020","107.15","110.00","114.50","106.30","479.09K","-2.55%"
"10/14/2020","109.95","113.60","113.60","109.50","305.69K","-2.40%"
"10/13/2020","112.65","109.60","113.40","108.80","547.10K","3.78%"
"10/12/2020","108.55","111.25","112.80","107.60","415.41K","-1.94%"
"10/09/2020","110.70","113.15","113.60","109.55","545.29K","-1.73%"
"10/08/2020","112.65","115.45","115.90","112.10","550.75K","-1.44%"
"10/07/2020","114.30","115.75","115.75","111.95","407.97K","-1.08%"
"10/06/2020","115.55","114.15","117.30","114.10","440.12K","1.36%"
"10/05/2020","114.00","116.05","117.65","113.60","319.24K","-1.64%"
"10/01/2020","115.90","116.70","119.10","114.35","1.66M","0.48%"
"09/30/2020","115.35","113.00","117.90","112.75","1.29M","1.67%"
"09/29/2020","113.45","117.00","117.50","111.75","1.30M","-2.66%"
"09/28/2020","116.55","111.55","119.50","111.35","5.29M","6.05%"
"09/25/2020","109.90","110.10","112.00","109.25","473.90K","1.06%"
"09/24/2020","108.75","110.00","112.95","108.00","389.95K","-1.98%"
"09/23/2020","110.95","110.90","115.90","108.55","1.23M","1.74%"
"09/22/2020","109.05","110.95","112.40","107.00","574.75K","-1.67%"
"09/21/2020","110.90","117.95","119.30","107.85","1.76M","-5.09%"
"09/18/2020","116.85","118.60","120.90","115.25","1.11M","-0.72%"
"09/17/2020","117.70","120.00","121.35","116.10","617.66K","-2.49%"
"09/16/2020","120.70","119.90","122.00","116.90","749.71K","1.64%"
"09/15/2020","118.75","122.00","125.40","117.30","1.26M","-1.78%"
"09/14/2020","120.90","127.00","129.35","120.15","3.50M","-8.10%"
"09/11/2020","131.55","120.45","133.95","120.30","11.03M","17.77%"
"09/10/2020","111.70","113.25","115.95","111.00","731.28K","0.22%"
"09/09/2020","111.45","106.00","114.95","105.60","798.34K","1.32%"
"09/08/2020","110.00","114.60","116.25","107.45","845.61K","-2.96%"
"09/07/2020","113.35","115.65","118.70","112.65","740.17K","-1.65%"
"09/04/2020","115.25","107.00","120.90","105.30","1.51M","3.13%"
"09/03/2020","111.75","107.00","111.75","103.10","849.55K","4.98%"
"09/02/2020","106.45","101.10","110.00","101.10","181.68K","0.71%"
"09/01/2020","105.70","101.10","110.50","101.10","803.35K","-0.66%"
"08/31/2020","106.40","107.20","107.30","106.40","519.75K","-4.96%"
"08/28/2020","111.95","111.95","117.00","111.95","820.10K","-4.97%"
"08/27/2020","117.80","123.00","123.00","117.80","771.81K","-5.00%"
"08/26/2020","124.00","129.30","129.30","117.00","3.24M","0.69%"
"08/25/2020","123.15","123.15","123.15","123.15","45.33K","4.99%"
"08/24/2020","117.30","117.30","117.30","117.30","56.26K","4.97%"
